ID,Sports,Interview Text,Speaker,Type,Labels,text_length,cleaned_text,tokens
84,Baseball,"Obviously very proud to have followed Fernando Valenzuela, obviously something historic, and something that I'm obviously very happy about, very happy to have followed him and to have done what I've done today.",JOSE URQUIDY,Team,5,210,obviously proud followed fernando valenzuela obviously something historic something obviously happy happy followed done what done today,"['obviously', 'proud', 'followed', 'fernando', 'valenzuela', 'obviously', 'something', 'historic', 'something', 'obviously', 'happy', 'happy', 'followed', 'done', 'what', 'done', 'today']"
85,Football,I don't know about it is remarkable.  I think it is a testament of what people can endure or persevere.,JOSH HEUPEL,Team,5,103,know remarkable think testament what people endure persevere,"['know', 'remarkable', 'think', 'testament', 'what', 'people', 'endure', 'persevere']"
86,Golf,"Well, you're right, he was good in the No. 1 spot.  He was playing well, he likes to play fast, he was comfortable playing in the No. 1 spot.  Get out there and go, you know.",CURTIS STRANGE,Individual,2,174,well right good spot playing well like play fast comfortable playing spot get know,"['well', 'right', 'good', 'spot', 'playing', 'well', 'like', 'play', 'fast', 'comfortable', 'playing', 'spot', 'get', 'know']"
87,Baseball,"Enjoy it. Honestly, it's stuff you gotta go through. I got a lot of advice from friends of mine. Kevin Cash, he's one of them. Something you gotta go through.",CHRIS WOODWARD,Team,5,158,enjoy honestly stuff got got lot advice friend mine kevin cash one something got,"['enjoy', 'honestly', 'stuff', 'got', 'got', 'lot', 'advice', 'friend', 'mine', 'kevin', 'cash', 'one', 'something', 'got']"
88,Football,"  Well, I don't know if that's true or what it is.  I think preparation and opportunity, those two things combine, good things happen.",JOSH HEUPEL,Team,5,134,well know true what think preparation opportunity two thing combine good thing happen,"['well', 'know', 'true', 'what', 'think', 'preparation', 'opportunity', 'two', 'thing', 'combine', 'good', 'thing', 'happen']"
89,Basketball,"  Definitely feel a certain level of disconnection.  When you're here, you very much feel like you're in a bubble and kind of secluded and separated from the outside world.",DUNCAN ROBINSON,Team,7,172,definitely feel certain level disconnection when much feel like bubble kind secluded separated outside world,"['definitely', 'feel', 'certain', 'level', 'disconnection', 'when', 'much', 'feel', 'like', 'bubble', 'kind', 'secluded', 'separated', 'outside', 'world']"
90,Tennis, Is this the best win that you have ever had against a big player or have you beaten another top player?,RICHARD FINN,Individual,2,104,best win ever big player beaten another top player,"['best', 'win', 'ever', 'big', 'player', 'beaten', 'another', 'top', 'player']"
91,Tennis,"  I tell you tomorrow.  It is nothing knew to me.  I mean, I have been playing singles, doubles, mixed doubles at the tournaments, so it is no different than any other tournament.",HELENA SUKOVA,Individual,7,179,tell tomorrow nothing knew mean playing single double mixed double tournament different tournament,"['tell', 'tomorrow', 'nothing', 'knew', 'mean', 'playing', 'single', 'double', 'mixed', 'double', 'tournament', 'different', 'tournament']"
92,Golf," I will ask Tiger the same question after being the lead now at 6-under.  Some thoughts on your round today, and if you could go through your round card, if you don't mind.",JULIUS MASON,Individual,2,172,ask tiger question lead thought round today could round card mind,"['ask', 'tiger', 'question', 'lead', 'thought', 'round', 'today', 'could', 'round', 'card', 'mind']"
93,Basketball,"  You know, just being aggressive.  Taking the same shots that I took last game, and just having confidence in that.  My Teammates have confidence in me to score the ball.",ALYSHA CLARK,Team,2,171,know aggressive taking shot took last game confidence teammate confidence score ball,"['know', 'aggressive', 'taking', 'shot', 'took', 'last', 'game', 'confidence', 'teammate', 'confidence', 'score', 'ball']"
94,Tennis," There was a serve.  It is difficult from the other side to judge a serve, but I felt it was out.",STEFFI GRAF,Individual,2,97,serve difficult side judge serve felt,"['serve', 'difficult', 'side', 'judge', 'serve', 'felt']"
95,Baseball,"And one more thing to add, the humidors don't really address the issue of drag. The humidors will affect the coefficient of restitution, but sort of the topic of drag isn't likely to be impacted by that.",PEKO HOSOI,Team,7,203,one thing add humidors really address issue drag humidors affect coefficient restitution sort topic drag likely impacted,"['one', 'thing', 'add', 'humidors', 'really', 'address', 'issue', 'drag', 'humidors', 'affect', 'coefficient', 'restitution', 'sort', 'topic', 'drag', 'likely', 'impacted']"
96,Football,"  I think what everybody sees in them, they are very athletic.  They don't give up a lot of big plays and they make good plays.",JOSH HEUPEL,Team,2,127,think what everybody see athletic give lot big play make good play,"['think', 'what', 'everybody', 'see', 'athletic', 'give', 'lot', 'big', 'play', 'make', 'good', 'play']"
97,Tennis, I am just going to let the Europeans do it because we are on deadline and if we want to go back to English we can.,RICHARD FINN,Individual,7,115,going let european deadline want back english,"['going', 'let', 'european', 'deadline', 'want', 'back', 'english']"
98,Lacrosse,"No, I don't think so.  He's a good defender, and I mean, I only one scored goal, so he did his job, I guess, and he played his position well.",RYAN LEE,Team,2,141,think good defender mean one scored goal job guess played position well,"['think', 'good', 'defender', 'mean', 'one', 'scored', 'goal', 'job', 'guess', 'played', 'position', 'well']"
99,Auto Racing,"It was pretty clear??̻<U+0080><U+0091>cut. The 21 hung a left, drove those guys down below the line. We called that twice on the 22 car during the race, so nothing different there.",SCOTT MILLER,Blended,8,181,pretty clearyouyoucut hung left drove guy line called twice car race nothing different,"['pretty', 'clearyouyoucut', 'hung', 'left', 'drove', 'guy', 'line', 'called', 'twice', 'car', 'race', 'nothing', 'different']"
100,Football,"Well, it's obviously a different experience.  Something that I'll definitely remember.  Something  that I'll look back on with fond memories.",JOSH HEUPEL,Team,5,141,well obviously different experience something definitely remember something look back fond memory,"['well', 'obviously', 'different', 'experience', 'something', 'definitely', 'remember', 'something', 'look', 'back', 'fond', 'memory']"
101,Baseball,"Melanie, thank you so much. I want to echo as well your dad, truly amazing and inspiring, Mike. Definitely want to thank him for all of his efforts, and obviously your whole family. So thank you.",JON SCIAMBI,Team,5,195,melanie thank much want echo well dad truly amazing inspiring mike definitely want thank effort obviously whole family thank,"['melanie', 'thank', 'much', 'want', 'echo', 'well', 'dad', 'truly', 'amazing', 'inspiring', 'mike', 'definitely', 'want', 'thank', 'effort', 'obviously', 'whole', 'family', 'thank']"
102,Lacrosse,"Again, an incredible look by Matt Moore.  He did the grit, and I just saw a shooting lane and I took it.  But Matt Moore did an incredible job, eyes up, and to see the player he's become is incredible.",IAN LAVIANO,Team,2,201,incredible look matt moore grit saw shooting lane took matt moore incredible job eye see player become incredible,"['incredible', 'look', 'matt', 'moore', 'grit', 'saw', 'shooting', 'lane', 'took', 'matt', 'moore', 'incredible', 'job', 'eye', 'see', 'player', 'become', 'incredible']"
103,Cricket,"Obviously we played a lot of world-class Teams in this tournament. But this performance would probably be one to remember by the players themselves, giving them motivation, and also for the fans back home as well.",SORNNARIN TIPPOCH,Team,4,213,obviously played lot worldclass team tournament performance would probably one remember player giving motivation also fan back home well,"['obviously', 'played', 'lot', 'worldclass', 'team', 'tournament', 'performance', 'would', 'probably', 'one', 'remember', 'player', 'giving', 'motivation', 'also', 'fan', 'back', 'home', 'well']"
104,Baseball,"They positioned themselves pretty well. But we hit some balls hard. Trea hit a couple balls hard today, actually three balls hard. We've just got to keep battling.",DAVE MARTINEZ,Team,2,163,positioned pretty well hit ball hard trea hit couple ball hard today actually three ball hard got keep battling,"['positioned', 'pretty', 'well', 'hit', 'ball', 'hard', 'trea', 'hit', 'couple', 'ball', 'hard', 'today', 'actually', 'three', 'ball', 'hard', 'got', 'keep', 'battling']"
105,Tennis,"  It feels pretty good.  It is always good to win a Grand Slam title even in mixed.  I think very special and you only have so many chances to win them, they are good to take.",TODD WOODBRIDGE,Individual,4,175,feel pretty good always good win grand slam title even mixed think special many chance win good take,"['feel', 'pretty', 'good', 'always', 'good', 'win', 'grand', 'slam', 'title', 'even', 'mixed', 'think', 'special', 'many', 'chance', 'win', 'good', 'take']"
106,Baseball,My mom is someone that I talk to a lot and obviously she helped me out this morning. We had coffee. Just gave me some words of encouragement.,JOSE URQUIDY,Team,7,141,mom someone talk lot obviously helped morning coffee gave word encouragement,"['mom', 'someone', 'talk', 'lot', 'obviously', 'helped', 'morning', 'coffee', 'gave', 'word', 'encouragement']"
107,Basketball,He's been vital to our run up to this point.  There's no question about that.  We are not here without him playing at such a high level.,FRANK VOGEL,Team,2,136,vital run point question without playing high level,"['vital', 'run', 'point', 'question', 'without', 'playing', 'high', 'level']"
108,Baseball,"Good afternoon, everyone. I have a couple of topics that I would like to cover and then obviously I will take questions, some of which I may answer.",ROB MANFRED,Team,1,148,good afternoon everyone couple topic would like cover obviously take question may answer,"['good', 'afternoon', 'everyone', 'couple', 'topic', 'would', 'like', 'cover', 'obviously', 'take', 'question', 'may', 'answer']"
109,Tennis,I am just very happy to be there.  It is just -- it is no time to be surprised or not to be surprised.,HELENA SUKOVA,Individual,7,102,happy time surprised surprised,"['happy', 'time', 'surprised', 'surprised']"
